"video_id","description","has_title","has_description","video_duration","description_length","description_unique_words","view_count","like_count","comment_count","subscriber_count","channel_upload_count","sentiment","sentence_count"
"WZxopWCd9C0","What's life like after liver transplant?  Liver transplant offers a path to a life free of liver disease. We talk with Steven Flamm, MD, transplant hepatologist at Rush, about all things liver transplant: https://rsh.md/3Xl07dK  #Podcast #Shorts #ChronicIllness #LiverTransplant",True,True,64.0,38,31,1022,3,0,28800,1415,"Neutral",2
"W_ACVHQTYGE","Lungs are considered a delicate organ and more difficult to transplant. But for one Springfield, Ohio woman, that difficult lung transplant was what she needed to save her life. Dr. Bryan Whitson, one of three surgeons from Ohio State's Wexner Medical Center who performed the lung transplant, is involved in researching a process called ex vivo organ perfusion to clean, repair and assess lungs, making them more viable for transplantation. http://transplant.osu.edu",True,True,197.0,71,58,1123,6,1,135000,2612,"Neutral",4
"WaFM1F9epmA","The Transplant Center at Massachusetts General Hospital hosted a virtual event focused on a highly requested topic - clinical transplant research at MGH Transplant Center. Our transplant and research experts explored how research shapes future therapies and provided updates and information about clinical research resources.  To learn more about transplant at MGH, please visit: https://www.massgeneral.org/transplant",True,True,4120.0,54,39,217,2,0,98900,2838,"Neutral",3
"WbemBjviJ7I","Growing up, 15-year-old Maria Wilmes couldn’t participate in sports. She couldn’t walk down the school hallway without stopping to catch her breath. Couldn’t plan for the future – until now. In December 2017, Maria became the first patient to receive a heart-lung transplant at Nebraska Medicine, marking the first time a heart-lung transplant has been performed in the state of Nebraska. To schedule an appointment with a Nebraska Medicine specialist, call 800.922.0000.",True,True,298.0,71,55,3206,36,5,53500,1701,"Neutral",5
"WbhnC0Yz8Sw","Patients of UCLA’s kidney transplant program—already the best of the nation’s largest programs in terms of survival rates—will find comfort and convenience in a state-of-the-art new home thanks to the generosity of philanthropist Connie Frank.  The new Connie Frank Kidney Transplant Center, located in the Peter Morton Medical Building at 200 UCLA Medical Plaza, opened its doors to patients July 13. Housed in an almost 10,000- square-foot space on the building’s fifth floor, the new center replaces the former kidney transplant clinic that was located in a 3,500 square foot suite on the third floor shared with other medical specialties.  Learn more at http://ucla.in/1gXKHFg",True,True,171.0,104,77,3575,23,3,569000,3032,"Neutral",4
"WdNQI2SK0PY","BC has set records in 2017 for both organ donation and transplant—with a 25 per cent increase in deceased organ donors helping BC achieve a record 479 organ transplants.  Dr. Yee, Director of the Lung Transplant Program, talks about the record-breaking number of lung transplants performed in 2017 and how that's making a difference to people in BC.  For more information on our 2017 stats, please visit: http://www.transplant.bc.ca/health-info/organ-donation-transplant-statistics  To register your wishes for organ donation, please visit transplant.bc.ca",True,True,141.0,78,58,767,13,2,952,151,"Neutral",3
"WfF1VCjpso8","Sara Kominsky was born with cystic fibrosis (CF), a genetic disease that can cause extreme fatigue, chronic coughing, lung infections, and trouble breathing. Since she was a child, she faced difficulties common to people with CF but she described herself as “reasonably healthy” until she was in her early 40s. “At that point,” said Kominsky, “my lungs declined, and I couldn't do what I wanted to do.” Her doctors told her that she needed lung transplant surgery, and quickly. As an athlete, fiction writer, avid traveler, and parent, she had countless goals for the future and a fierce determination to reach them. Today, after not one -- but two -- double lung transplant surgeries at Duke Health, she is competing in endurance events, writing fiction, making travel plans, and enjoying every minute of her new life.  Kominsky chose Duke for both lung transplant surgeries in part because of our shorter wait times and success rates. The median wait time on our lung transplant list is about 15 days, compared with 82 days nationwide. Our aggressive and innovative organ-recovery efforts enable us to procure and successfully match more viable organs with more people -- like Kominsky -- who desperately need them. Learn more: https://www.dukehealth.org/treatments/transplant-program/lung-transplant?utm_campaign=youtube%20partnership&utm_source=youtube&utm_medium=video  0:00 Intro 1:09 Choosing Lung Transplant 1:37 Choosing Duke 1:56 Waiting for Transplant 2:28 Breathing After Lung Transplant 2:52 What is Life Like After Lung Transplant?  3:27 Transplant Disease 3:57 The Duke Transplant Team 4:16 Looking Forward",True,True,304.0,236,165,128015,19,0,55000,668,"Neutral",12
"Wgp5HnumLbU","Reposted with permission from KHGI-TV.  The Nebraska Medical Center is part of a nationwide initiative to match more people needing a kidney transplant with people who are willing to donate. It works by pairing two sets of donors and recipients who are incompatible with each other. Kearney, Nebraska ABC affiliate KHGI interviews Larry Lunzer and Joe Vasquez, transplant patients at The Nebraska Medical Center about being a part of the kidney swap program.  For more information about organ donation and transplant visit http://www.nebraskamed.com/transplant or call 1-800-922-0000.",True,True,176.0,86,63,370,1,0,53500,1701,"Neutral",5
"Wk1is8hDWZE","Meara Schmidt, 28, almost died a few weeks ago. Lying in her hospital bed at UCLA, the seriously ill cystic fibrosis patient felt herself slipping away and her life flashing by. But then the image of her husband appeared, and she knew she was not ready to go.  A series of dramatic medical ups and downs had Schmidt ""on"" the transplant list, then ""off"" the list. At one point, her right lung stopped functioning, her left lung only partially worked and a machine that provided oxygen had to be dialed up to 100 percent.  Twice, when her tracheostomy and mechanical ventilation was insufficient to provide enough oxygen, she was put on a last-ditch life-support system called extra-corporeal membrane oxygenation, or ECMO, which took over her breathing function through a cannula surgically placed in her neck.  But she would not give up.   In fact, while on ECMO and attached to a tower of medicine lines and pumps, she was able to get up and walk. Traditionally, patients on ECMO are sedated and immobile, but a new innovative ambulatory ECMO approach has been shown to help certain patients gain strength and muscle mass in preparation for surgery. With this new ""bridge"" approach, Schmidt was not sedated but alert and able to walk, which helped keep her well enough for transplant surgery. She was also working hard to gain weight and fight off various disease-related infections.   But despite her determination, her condition was declining and time was running out.   ""Meara's tenaciousness and her sufficient recovery from ECMO convinced us that we should still pursue transplantation,"" said Dr. David Ross, a professor of pulmonology and medical director of the UCLA Lung Transplant Program. ""I seldom witness 'miracles of medicine,' but shortly after she was listed again on the active transplant list, the perfect pair of donor lungs became available.""  Learn more about Meara's Story at http://ucla.in/OaRN3m.  Learn more about transplantation at UCLA at transplants.ucla.edu",True,True,19.0,320,203,18966,162,2,569000,3032,"Negative",14
"WmZ5DfgTmiQ","Cleveland Clinic News Service  - July 13, 2017  CLEVELAND - - Twenty years ago, New York corrections officer Robert Mellis, 68, had no idea that stopping a prison fight would result in the fight of his life.  “I got slashed…stabbed in prison” said Mellis. “Through the prison job I found out I had hepatitis C.”   Over the years, the hepatitis C virus ravaged his body, Mellis developed end stage liver disease and in 2015, doctors found a cancerous liver tumor.  “A liver transplant is the only cure for the type of cancer I had,” said Mellis.  After ten days on the transplant waiting list – a liver was found and Mellis agreed to be part of a high tech trial at Cleveland Clinic – testing a new homegrown device designed to give surgeons a sneak peak at an organ’s function before it’s even transplanted.  “Think of this device as a mini portable ICU for the organ where we have the ability to very effectively change the conditions of the organ, monitor the organ and intervene if something is not right,” said Cristiano Quintini, M.D., a transplant surgeon at Cleveland Clinic.  Rather than putting an organ on ice, the machine pumps oxygen-rich blood, nutrients and medications through the liver to keep it working and warm.  “You start seeing the organ functioning, producing bile it’s actually quite amazing,” said Dr. Quintini.  The device is part of a study to determine if the technology safe to use. Once that phase complete, doctors will examine whether it may allow them to ‘treat’ less desirable organs and in some cases, rescue them, making them suitable for transplant.  “There’s a huge opportunity to decrease and potentially even eliminate the mortality on the waiting list by using this technology,” said Dr. Quintini.  As for Mellis, he is recovering nicely after his transplant and has a new outlook on life.  “I never thought about being grateful until this happened to me, you know, thank God, thank God,” said Mellis.  NOTE: Members of the media may download broadcast quality video, audio, script and web assets for editorial use at newsroom.clevelandclinic.org.  ➨ Visit Cleveland Clinic: http://bit.ly/XlxDfr ➨ Visit Health Essentials from Cleveland Clinic: http://bit.ly/VBQ3nW ➨ Subscribe to our YouTube Channel: http://bit.ly/W0bJ0y ➨ Like Cleveland Clinic on Facebook: http://on.fb.me/WMFkul ➨ Follow Cleveland Clinic on Twitter: http://bit.ly/Uua1Gs ➨ Follow Cleveland Clinic on Google+: http://bit.ly/136vcTe ➨ Follow Cleveland Clinic on Instagram: http://bit.ly/12gMABx ➨ Connect with Cleveland Clinic on LinkedIn: http://linkd.in/120XfNs ➨ Follow Cleveland Clinic on Pinterest: http://bit.ly/11QqS3A",True,True,123.0,400,237,339,4,0,697000,6101,"Very Positive",15
